Date,spy
1993-01-29,24.175371170043945
1993-02-01,24.347339630126953
1993-02-02,24.398914337158203
1993-02-03,24.656818389892578
1993-02-04,24.759992599487305
1993-02-05,24.742799758911133
1993-02-08,24.742799758911133
1993-02-09,24.570873260498047
1993-02-10,24.60524559020996
1993-02-11,24.725603103637695
1993-02-12,24.536462783813477
1993-02-16,23.917457580566406
1993-02-17,23.900259017944336
1993-02-18,23.88308334350586
1993-02-19,23.969051361083984
1993-02-22,24.055017471313477
1993-02-23,24.037818908691406
1993-02-24,24.347339630126953
1993-02-25,24.398914337158203
1993-02-26,24.433298110961914
1993-03-01,24.36453628540039
1993-03-02,24.725603103637695
1993-03-03,24.828779220581055
1993-03-04,24.691204071044922
1993-03-05,24.622426986694336
1993-03-08,25.17267417907715
1993-03-09,25.086694717407227
1993-03-10,25.138277053833008
1993-03-11,25.06948471069336
1993-03-12,24.81157875061035
1993-03-15,24.931930541992188
1993-03-16,24.931930541992188
1993-03-17,24.77719497680664
1993-03-18,24.931930541992188
1993-03-19,24.89421272277832
1993-03-22,24.75600242614746
1993-03-23,24.80782127380371
1993-03-24,24.80782127380371
1993-03-25,24.96331214904785
1993-03-26,24.825111389160156
1993-03-29,24.92876625061035
1993-03-30,24.99785041809082
1993-03-31,24.980592727661133
1993-04-01,24.89421272277832
1993-04-02,24.375925064086914
1993-04-05,24.496868133544922
1993-04-06,24.427778244018555
1993-04-07,24.514142990112305
1993-04-08,24.479598999023438
1993-04-12,24.825111389160156
1993-04-13,24.87693214416504
1993-04-14,24.842376708984375
1993-04-15,24.842376708984375
1993-04-16,24.842376708984375
1993-04-19,24.738723754882812
1993-04-20,24.61778450012207
1993-04-21,24.600521087646484
1993-04-22,24.28955841064453
1993-04-23,24.185901641845703
1993-04-26,23.99587059020996
1993-04-27,24.25499153137207
1993-04-28,24.203170776367188
1993-04-29,24.30682945251465
1993-04-30,24.341384887695312
1993-05-03,24.496868133544922
1993-05-04,24.58324432373047
1993-05-05,24.6523494720459
1993-05-06,24.56596565246582
1993-05-07,24.514142990112305
1993-05-10,24.56596565246582
1993-05-11,24.669612884521484
1993-05-12,24.63507080078125
1993-05-13,24.341384887695312
1993-05-14,24.324111938476562
1993-05-17,24.410491943359375
1993-05-18,24.393213272094727
1993-05-19,24.89421272277832
1993-05-20,24.96331214904785
1993-05-21,24.738723754882812
1993-05-24,24.842376708984375
1993-05-25,24.89421272277832
1993-05-26,25.205181121826172
1993-05-27,25.11878776550293
1993-05-28,24.99785041809082
1993-06-01,25.239717483520508
1993-06-02,25.205181121826172
1993-06-03,25.11878776550293
1993-06-04,25.032407760620117
1993-06-07,24.946035385131836
1993-06-08,24.721446990966797
1993-06-09,24.80782127380371
1993-06-10,24.825111389160156
1993-06-11,24.92876625061035
1993-06-14,24.89421272277832
1993-06-15,24.842376708984375
1993-06-16,24.89421272277832
1993-06-17,24.980592727661133
1993-06-18,24.774871826171875
1993-06-21,24.827068328857422
1993-06-22,24.844465255737305
1993-06-23,24.618303298950195
1993-06-24,24.948850631713867
1993-06-25,24.931453704833984
1993-06-28,25.209823608398438
1993-06-29,25.088054656982422
1993-06-30,25.088054656982422
1993-07-01,25.018436431884766
1993-07-02,24.8792667388916
1993-07-06,24.618303298950195
1993-07-07,24.687883377075195
1993-07-08,24.96625328063965
1993-07-09,25.03584098815918
1993-07-12,25.018436431884766
1993-07-13,25.001047134399414
1993-07-14,25.088054656982422
1993-07-15,24.983640670776367
1993-07-16,24.914037704467773
1993-07-19,24.896665573120117
1993-07-20,24.96625328063965
1993-07-21,24.948850631713867
1993-07-22,24.774871826171875
1993-07-23,24.896665573120117
1993-07-26,25.03584098815918
1993-07-27,25.018436431884766
1993-07-28,24.96625328063965
1993-07-29,25.105443954467773
1993-07-30,24.96625328063965
1993-08-02,25.03584098815918
1993-08-03,25.053237915039062
1993-08-04,25.053237915039062
1993-08-05,25.001047134399414
1993-08-06,25.03584098815918
1993-08-09,25.17502784729004
1993-08-10,25.15763282775879
1993-08-11,25.15763282775879
1993-08-12,25.088054656982422
1993-08-13,25.122831344604492
1993-08-16,25.262006759643555
1993-08-17,25.349008560180664
1993-08-18,25.48819351196289
1993-08-19,25.48819351196289
1993-08-20,25.505596160888672
1993-08-23,25.453399658203125
1993-08-24,25.731765747070312
1993-08-25,25.749162673950195
1993-08-26,25.766557693481445
1993-08-27,25.749162673950195
1993-08-30,25.853561401367188
1993-08-31,25.923145294189453
1993-09-01,25.88837432861328
1993-09-02,25.801355361938477
1993-09-03,25.818735122680664
1993-09-07,25.644775390625
1993-09-08,25.557788848876953
1993-09-09,25.609960556030273
1993-09-10,25.836149215698242
1993-09-13,25.853561401367188
1993-09-14,25.749162673950195
1993-09-15,25.818735122680664
1993-09-16,25.7143611907959
1993-09-17,25.664514541625977
1993-09-20,25.454439163208008
1993-09-21,25.366899490356445
1993-09-22,25.57697105407715
1993-09-23,25.717031478881836
1993-09-24,25.647003173828125
1993-09-27,25.92710304260254
1993-09-28,25.87458038330078
1993-09-29,25.787044525146484
1993-09-30,25.73453140258789
1993-10-01,25.857074737548828
1993-10-04,25.8920955657959
1993-10-05,25.857074737548828
1993-10-06,25.839567184448242
1993-10-07,25.769527435302734
1993-10-08,25.804561614990234
1993-10-11,25.857074737548828
1993-10-12,25.8920955657959
1993-10-13,25.8920955657959
1993-10-14,26.2247257232666
1993-10-15,26.364761352539062
1993-10-18,26.294748306274414
1993-10-19,26.1021785736084
1993-10-20,26.137187957763672
1993-10-21,26.1021785736084
1993-10-22,25.97960662841797
1993-10-25,26.049678802490234
1993-10-26,26.032142639160156
1993-10-27,26.049678802490234
1993-10-28,26.24222183227539
1993-10-29,26.24222183227539
1993-11-01,26.312253952026367
1993-11-02,26.294748306274414
1993-11-03,25.96211814880371
1993-11-04,25.682029724121094
1993-11-05,25.804561614990234
1993-11-08,25.839567184448242
1993-11-09,25.857074737548828
1993-11-10,26.049678802490234
1993-11-11,25.97960662841797
1993-11-12,26.1021785736084
1993-11-15,26.084665298461914
1993-11-16,26.20720863342285
1993-11-17,26.067155838012695
1993-11-18,25.997127532958984
1993-11-19,25.944608688354492
1993-11-22,25.787044525146484
1993-11-23,25.92710304260254
1993-11-24,26.032142639160156
1993-11-26,26.049678802490234
1993-11-29,25.944608688354492
1993-11-30,25.96211814880371
1993-12-01,25.997127532958984
1993-12-02,26.067155838012695
1993-12-03,26.172197341918945
1993-12-06,26.25972557067871
1993-12-07,26.24222183227539
1993-12-08,26.24222183227539
1993-12-09,26.154687881469727
1993-12-10,26.1021785736084
1993-12-13,26.25972557067871
1993-12-14,26.067155838012695
1993-12-15,26.032142639160156
1993-12-16,26.11967658996582
1993-12-17,26.263221740722656
1993-12-20,26.29848289489746
1993-12-21,26.210338592529297
1993-12-22,26.386598587036133
1993-12-23,26.368989944458008
1993-12-27,26.510000228881836
1993-12-28,26.5628662109375
1993-12-29,26.527620315551758
1993-12-30,26.421859741210938
1993-12-31,26.280851364135742
1994-01-03,26.210338592529297
1994-01-04,26.31609535217285
1994-01-05,26.368989944458008
1994-01-06,26.368989944458008
1994-01-07,26.527620315551758
1994-01-10,26.84490203857422
1994-01-11,26.792003631591797
1994-01-12,26.703887939453125
1994-01-13,26.63338851928711
1994-01-14,26.73914337158203
1994-01-17,26.73914337158203
1994-01-18,26.77437973022461
1994-01-19,26.703887939453125
1994-01-20,26.77437973022461
1994-01-21,26.721508026123047
1994-01-24,26.615755081176758
1994-01-25,26.615755081176758
1994-01-26,26.686260223388672
1994-01-27,26.93302345275879
1994-01-28,27.00352668762207
1994-01-31,27.197431564331055
1994-02-01,27.056407928466797
1994-02-02,27.232656478881836
1994-02-03,27.109296798706055
1994-02-04,26.49236297607422
1994-02-07,26.615755081176758
1994-02-08,26.63338851928711
1994-02-09,26.73914337158203
1994-02-10,26.510000228881836
1994-02-11,26.598121643066406
1994-02-14,26.63338851928711
1994-02-15,26.77437973022461
1994-02-16,26.756763458251953
1994-02-17,26.598121643066406
1994-02-18,26.43948745727539
1994-02-22,26.703887939453125
1994-02-23,26.63338851928711
1994-02-24,26.280851364135742
1994-02-25,26.40424156188965
1994-02-28,26.40424156188965
1994-03-01,26.29848289489746
1994-03-02,26.333724975585938
1994-03-03,26.263221740722656
1994-03-04,26.333724975585938
1994-03-07,26.474733352661133
1994-03-08,26.368989944458008
1994-03-09,26.49236297607422
1994-03-10,26.280851364135742
1994-03-11,26.421859741210938
1994-03-14,26.45711898803711
1994-03-15,26.43948745727539
1994-03-16,26.651002883911133
1994-03-17,26.651002883911133
1994-03-18,26.645187377929688
1994-03-21,26.574275970458984
1994-03-22,26.645187377929688
1994-03-23,26.627458572387695
1994-03-24,26.308353424072266
1994-03-25,26.060169219970703
1994-03-28,26.09562110900879
1994-03-29,25.58150863647461
1994-03-30,25.226943969726562
1994-03-31,25.29786491394043
1994-04-04,24.907865524291992
1994-04-05,25.421958923339844
1994-04-06,25.421958923339844
1994-04-07,25.546051025390625
1994-04-08,25.351043701171875
1994-04-11,25.457422256469727
1994-04-12,25.421958923339844
1994-04-13,25.28899383544922
1994-04-14,25.29786491394043
1994-04-15,25.29786491394043
1994-04-18,25.129436492919922
1994-04-19,25.164897918701172
1994-04-20,25.138307571411133
1994-04-21,25.475135803222656
1994-04-22,25.448551177978516
1994-04-25,25.71446990966797
1994-04-26,25.687877655029297
1994-04-28,25.501724243164062
1994-04-29,25.58150863647461
1994-05-02,25.741064071655273
1994-05-03,25.71446990966797
1994-05-04,25.67013931274414
1994-05-05,25.63469886779785
1994-05-06,25.386489868164062
1994-05-09,25.164897918701172
1994-05-10,25.359907150268555
1994-05-11,25.129436492919922
1994-05-12,25.253538131713867
1994-05-13,25.253538131713867
1994-05-16,25.26238250732422
1994-05-17,25.63469886779785
1994-05-18,25.820819854736328
1994-05-19,25.9449405670166
1994-05-20,25.84743881225586
1994-05-23,25.803098678588867
1994-05-24,25.909475326538086
1994-05-25,25.98038673400879
1994-05-26,25.998119354248047
1994-05-27,26.024702072143555
1994-05-31,25.989253997802734
1994-06-01,26.104482650756836
1994-06-02,26.07789421081543
1994-06-03,26.228578567504883
1994-06-06,26.2197265625
1994-06-07,26.18425750732422
1994-06-08,25.97152328491211
1994-06-09,26.11335563659668
1994-06-10,26.157682418823242
1994-06-13,26.19312286376953
1994-06-14,26.39699935913086
1994-06-15,26.29062843322754
1994-06-16,26.34382438659668
