name,cagr,vol,sharpe,max_drawdown,calmar,turnover_avg
static,0.07346934817089323,0.09369050048965928,0.8062407825948716,-0.34178031316643676,0.2149607374697321,0.0
qmdp,0.09899663304472162,0.14659254001059016,0.7209726111245801,-0.5300380713349329,0.18677268369683828,0.0
myopic,0.13990796730280208,0.11332744054053967,1.2181979500242788,-0.21054475175713205,0.6645046534533854,0.23616236162361623
