name,cagr,vol,downside_vol,sharpe,sortino,omega,max_drawdown,calmar,ulcer,tail_ratio,hit_rate,turnover_avg,K
static,0.0739570700547878,0.09354180931556048,0.06276296172405636,0.812258187085396,1.2105881934858187,1.8367919634414824,-0.34178037870686273,0.21638770000374744,7.37968130429252,1.1394225456023082,0.6801470588235294,0.0,2
qmdp,0.11954740719500401,0.10042010766768815,0.055595855200984236,1.1796736355403616,2.1307875032309793,2.4578752501984322,-0.14168588672586013,0.843749578434085,3.3241850774089188,1.3969366790460882,0.6911764705882353,0.09999999999999999,2
myopic,0.1408924564753533,0.11319244980422889,0.06413281917928264,1.227229566875337,2.166022372390522,2.504595767021314,-0.21054491074748138,0.669180062225934,4.293721870879534,1.4255936407843735,0.7058823529411765,0.23529411764705882,2
static,0.0739570700547878,0.09354180931556048,0.06276296172405636,0.812258187085396,1.2105881934858187,1.8367919634414824,-0.34178037870686273,0.21638770000374744,7.37968130429252,1.1394225456023082,0.6801470588235294,0.0,3
qmdp,0.11592650942046911,0.09568606572344042,0.05343060305605502,1.1991424678057234,2.1474813762788694,2.458120299301754,-0.15393432938536766,0.7530906840816015,3.004800747702997,1.4516233769808902,0.6948529411764706,0.09705882352941175,3
myopic,0.1408924564753533,0.11319244980422889,0.06413281917928264,1.227229566875337,2.166022372390522,2.504595767021314,-0.21054491074748138,0.669180062225934,4.293721870879534,1.4255936407843735,0.7058823529411765,0.23529411764705882,3
static,0.0739570700547878,0.09354180931556048,0.06276296172405636,0.812258187085396,1.2105881934858187,1.8367919634414824,-0.34178037870686273,0.21638770000374744,7.37968130429252,1.1394225456023082,0.6801470588235294,0.0,4
qmdp,0.1086707003354257,0.10747280125415612,0.06151896423347871,1.0174979699190574,1.7775552378059698,2.2391526526887824,-0.17362389048289883,0.6258971621542444,3.5123275892016714,1.5355050249474733,0.6507352941176471,0.1323529411764706,4
myopic,0.1408924564753533,0.11319244980422889,0.06413281917928264,1.227229566875337,2.166022372390522,2.504595767021314,-0.21054491074748138,0.669180062225934,4.293721870879534,1.4255936407843735,0.7058823529411765,0.23529411764705882,4
