Unnamed: 0,P_bear
2009-04-30,0.9999999999991402
2009-05-31,0.9999986799655318
2009-06-30,0.9999612605665792
2009-07-31,0.9999361853599984
2009-08-31,0.9999459228509389
2009-09-30,0.999918387048209
2009-10-31,0.9999999093900732
2009-11-30,0.9997412029783623
2009-12-31,0.9949949909336874
2010-01-31,0.9996146546399818
2010-02-28,0.9878744107157778
2010-03-31,0.9569947132458316
2010-04-30,0.9915606514014973
2010-05-31,0.9999999901844235
2010-06-30,0.9999999999475351
2010-07-31,0.9992784171127267
2010-08-31,0.999921188768024
2010-09-30,0.9990644054169339
2010-10-31,0.9936163300721067
2010-11-30,0.9989887009142459
2010-12-31,0.9779571456565415
2011-01-31,0.978460615096598
2011-02-28,0.9654654695583368
2011-03-31,0.9441760750127747
2011-04-30,0.8891735067156936
2011-05-31,0.8039210580857756
2011-06-30,0.7362575473658602
2011-07-31,0.9977595850098322
2011-08-31,0.9999999769512531
2011-09-30,1.0
2011-10-31,0.9999996156744083
2011-11-30,0.999988031276679
2011-12-31,0.9964358486364312
2012-01-31,0.894562230728542
2012-02-29,0.5751889264289267
2012-03-31,0.17514412116439101
2012-04-30,0.021417555536683
2012-05-31,0.12129319701219922
2012-06-30,0.005634050281993518
2012-07-31,0.0007598349001947381
2012-08-31,0.0003861256070663315
2012-09-30,0.00029577033026573663
2012-10-31,0.0009976628131877887
2012-11-30,0.00030710117583733525
2012-12-31,0.001158231713875994
2013-01-31,0.0010734367901432688
2013-02-28,0.0006925332612304054
2013-03-31,0.0006814724805244007
2013-04-30,0.00036826665801249797
2013-05-31,0.002106246897605048
2013-06-30,0.005921180338213421
2013-07-31,0.006543398632853757
2013-08-31,0.011744229695813775
2013-09-30,0.011573395897248644
2013-10-31,0.007952663029244014
2013-11-30,0.008757843921537622
2013-12-31,0.012445173475848907
2014-01-31,0.02171044402884621
2014-02-28,0.012864013106415289
2014-03-31,0.010609335845504783
2014-04-30,0.009446051139248788
2014-05-31,0.009266432271559414
2014-06-30,0.009707314412228647
2014-07-31,0.010388205770208018
2014-08-31,0.006322749792590517
2014-09-30,0.006989491099868635
2014-10-31,0.004329327384724579
2014-11-30,0.002494222793042267
2014-12-31,0.007406130891702683
2015-01-31,0.007919899783893689
2015-02-28,0.001810727464085543
2015-03-31,0.0010791137973089008
2015-04-30,0.0014091900486002799
2015-05-31,0.0017439715493280062
2015-06-30,0.007041964135938267
2015-07-31,0.0030974691205386375
2015-08-31,0.9871176816186037
2015-09-30,0.9988245351771657
2015-10-31,0.8441068023737751
2015-11-30,0.35432538081086196
2015-12-31,0.143361555762114
2016-01-31,0.03452679304055078
2016-02-29,0.005788010335834191
2016-03-31,0.00037571122133159203
2016-04-30,0.00036969110024304684
2016-05-31,0.00019943555273947155
2016-06-30,7.292303477504911e-05
2016-07-31,5.2385765150789774e-05
2016-08-31,6.361833530938806e-05
2016-09-30,8.450110442858352e-05
2016-10-31,0.0003411434558502145
2016-11-30,0.000848120312645272
2016-12-31,0.0010127623070082027
2017-01-31,0.0012223379611957742
2017-02-28,0.0007679428209049406
2017-03-31,0.00039549171863992105
2017-04-30,0.0002922835587970826
2017-05-31,9.807048536152646e-05
2017-06-30,9.892791485209406e-05
2017-07-31,0.00010148130669729203
2017-08-31,4.9543765230352754e-05
2017-09-30,0.00016373656895877443
2017-10-31,0.00010485261492837262
2017-11-30,5.079886417310257e-05
2017-12-31,2.564151347910029e-05
2018-01-31,6.646601568645005e-05
2018-02-28,0.00042366564444706314
2018-03-31,0.00017911960209688455
2018-04-30,3.806345635845227e-05
2018-05-31,1.3203073151748746e-05
2018-06-30,1.7259809916477623e-05
2018-07-31,1.2632098994437019e-05
2018-08-31,4.525631145069132e-06
2018-09-30,9.092783112765336e-06
2018-10-31,0.00016180842534907114
2018-11-30,8.000352400390261e-06
2018-12-31,0.0005020470430947524
2019-01-31,2.98098076486021e-07
2019-02-28,2.611784075420198e-07
2019-03-31,3.237618820520873e-08
2019-04-30,5.260407442877993e-08
2019-05-31,3.650355739373864e-08
2019-06-30,1.5159181178186392e-08
2019-07-31,3.254836221817725e-08
2019-08-31,4.628404244368978e-09
2019-09-30,1.1605389707399111e-08
2019-10-31,8.804651322807458e-08
2019-11-30,1.172531918842103e-07
2019-12-31,4.2049580063615626e-07
2020-01-31,1.4152000476547177e-07
2020-02-29,0.9999999982726999
2020-03-31,1.0
2020-04-30,0.9999999726502831
2020-05-31,0.9940251388254516
2020-06-30,0.9999307362115791
2020-07-31,0.6867918517386027
2020-08-31,0.7308882664731586
2020-09-30,0.7387942862710501
2020-10-31,0.9999999999823953
2020-11-30,0.21876017776610335
2020-12-31,0.017067327658283542
2021-01-31,0.9999573454448456
2021-02-28,0.9999411486032707
2021-03-31,0.8881930811112984
2021-04-30,0.3764137294904551
2021-05-31,0.019571135324598143
2021-06-30,0.00041794345637874485
2021-07-31,0.0001464826617656807
2021-08-31,0.00010349725648337649
2021-09-30,0.016802619202789613
2021-10-31,0.000636654493018396
2021-11-30,0.5980503943715642
2021-12-31,0.03498579515708184
2022-01-31,0.3507327224061476
2022-02-28,0.9998810648261206
2022-03-31,0.9560886782677563
2022-04-30,0.9999999970793595
2022-05-31,0.9997401284001403
2022-06-30,0.9999688917971308
2022-07-31,0.02609772183334049
2022-08-31,0.0020981972582986286
2022-09-30,0.9808489141241337
2022-10-31,0.14384039172494115
2022-11-30,4.174128022496016e-08
2022-12-31,2.6922640185123206e-08
2023-01-31,1.1922480053451367e-11
2023-02-28,2.8149653771253485e-10
2023-03-31,1.0566228177796541e-12
2023-04-30,9.261010472944929e-15
2023-05-31,2.4174287964957266e-15
2023-06-30,7.490882100001263e-15
2023-07-31,1.1796631566443807e-14
2023-08-31,3.911263649081907e-14
2023-09-30,2.9233207971575485e-11
2023-10-31,4.1183144341486856e-10
2023-11-30,2.1195887905065313e-12
2023-12-31,1.9770260913990077e-14
2024-01-31,7.122006388315291e-14
2024-02-29,6.614309551759537e-13
2024-03-31,3.3878980622209735e-13
2024-04-30,7.438362121516918e-11
2024-05-31,7.662765814275773e-12
2024-06-30,1.3751965307922202e-12
2024-07-31,4.617179219450648e-13
2024-08-31,3.3788819570172574e-13
2024-09-30,2.8579432185115762e-11
2024-10-31,5.181612508285131e-07
2024-11-30,1.2019226733466427e-09
2024-12-31,3.6974334908406373e-07
2025-01-31,3.823133276950573e-07
2025-02-28,1.7886825555057418e-07
2025-03-31,1.562886168472835e-06
2025-04-30,1.5951615503570868e-05
2025-05-31,2.2994173647503776e-07
2025-06-30,1.776126964221458e-08
2025-07-31,4.738810295013239e-08
2025-08-31,4.040244760707735e-08
2025-09-30,1.477858722682506e-07
2025-10-31,4.125484445998861e-07
2025-11-30,1.51496358083191e-07
2025-12-31,1.2218499092819065e-06
2026-01-31,4.372789679225675e-06
2026-02-28,2.8973523377965902e-06
2026-03-31,0.0033007423240561697
2026-04-30,9.469240472097313e-06
2026-05-31,3.658973632642341e-05
